3.0,0.0002391338348388672
3.0,0.0002865791320800781
3.0,0.00028133392333984375
3.0,0.0002906322479248047
3.0,0.0003180503845214844
3.0,0.0003159046173095703
3.0,0.00032138824462890625
3.0,0.0005052089691162109
3.0,0.00042629241943359375
3.0,0.0003390312194824219
3.0,0.0003905296325683594
3.0,0.00022339820861816406
3.0,0.00035452842712402344
3.0,0.00023746490478515625
3.0,0.00023555755615234375
3.0,0.00023984909057617188
3.0,0.0002498626708984375
3.0,0.0002522468566894531
4.0,0.0002658367156982422
3.0,0.00027298927307128906
